Date,Open,High,Low,Close,Volume,Dividends,Stock_Splits,Index,Ticker
1996-12-16 00:00:00+01:00,3.8000050563536467,3.813645161949291,3.7863965530077928,3.7891108989715576,117953,0.0,0.0,DAX,CON.DE
1996-12-17 00:00:00+01:00,3.7659623020311734,3.7863960266113286,3.745533461434398,3.786396026611328,81642,0.0,0.0,DAX,CON.DE
1996-12-18 00:00:00+01:00,3.8136450446311163,3.8136450446311163,3.77278247503039,3.779602527618408,63602,0.0,0.0,DAX,CON.DE
1996-12-19 00:00:00+01:00,3.786396463142324,3.7932162284851074,3.7591682526628274,3.7932162284851074,151605,0.0,0.0,DAX,CON.DE
1996-12-20 00:00:00+01:00,3.8408729874887664,3.8613018304028213,3.800004959106445,3.8000049591064453,155421,0.0,0.0,DAX,CON.DE
1996-12-23 00:00:00+01:00,3.7863967546284982,3.805470724444575,3.7455341815948486,3.7455341815948486,105117,0.0,0.0,DAX,CON.DE
1996-12-24 00:00:00+01:00,3.7455341815948486,3.7455341815948486,3.7455341815948486,3.7455341815948486,0,0.0,0.0,DAX,CON.DE
1996-12-25 00:00:00+01:00,3.7455341815948486,3.7455341815948486,3.7455341815948486,3.7455341815948486,0,0.0,0.0,DAX,CON.DE
1996-12-26 00:00:00+01:00,3.7455341815948486,3.7455341815948486,3.7455341815948486,3.7455341815948486,0,0.0,0.0,DAX,CON.DE
1996-12-27 00:00:00+01:00,3.745534748499741,3.7727833630164027,3.731920783798003,3.7564291954040527,52385,0.0,0.0,DAX,CON.DE
1996-12-30 00:00:00+01:00,3.7727820665877108,3.800004528065287,3.7727820665877108,3.786396026611328,55276,0.0,0.0,DAX,CON.DE
1996-12-31 00:00:00+01:00,3.7863960266113286,3.7863960266113286,3.7863960266113286,3.786396026611328,0,0.0,0.0,DAX,CON.DE
1997-01-01 00:00:00+01:00,3.7863960266113286,3.7863960266113286,3.7863960266113286,3.786396026611328,0,0.0,0.0,DAX,CON.DE
1997-01-02 00:00:00+01:00,3.7455340265656245,3.8068254415870624,3.7455340265656245,3.7591683864593506,44059,0.0,0.0,DAX,CON.DE
1997-01-03 00:00:00+01:00,3.8136447636788344,3.983894109725952,3.8136447636788344,3.983894109725952,345881,0.0,0.0,DAX,CON.DE
1997-01-06 00:00:00+01:00,4.017938121354056,4.092848390925651,4.017938121354056,4.05880069732666,335242,0.0,0.0,DAX,CON.DE
1997-01-07 00:00:00+01:00,4.04519183081733,4.099668656704694,4.011117706867213,4.051985740661621,242845,0.0,0.0,DAX,CON.DE
1997-01-08 00:00:00+01:00,4.045191871696326,4.072414627435132,4.042446497748079,4.046546459197998,315699,0.0,0.0,DAX,CON.DE
1997-01-09 00:00:00+01:00,4.0451905945068125,4.0451905945068125,3.977074256970998,4.012502670288086,336283,0.0,0.0,DAX,CON.DE
1997-01-10 00:00:00+01:00,4.017936921198197,4.084667645688367,3.9825340760747676,4.072413444519043,393410,0.0,0.0,DAX,CON.DE
1997-01-13 00:00:00+01:00,4.099668598542338,4.235870285650999,4.086054348071526,4.215435981750488,271755,0.0,0.0,DAX,CON.DE
1997-01-14 00:00:00+01:00,4.2222291460352706,4.317594085073672,4.195006399468773,4.252197265625,426483,0.0,0.0,DAX,CON.DE
1997-01-15 00:00:00+01:00,4.290346081297939,4.291706127102358,4.224975109100342,4.224975109100342,124545,0.0,0.0,DAX,CON.DE
1997-01-16 00:00:00+01:00,4.222230177708958,4.242663618334258,4.188187084233682,4.212721347808838,109164,0.0,0.0,DAX,CON.DE
1997-01-17 00:00:00+01:00,4.249483069313575,4.283525581078494,4.204540943611671,4.256302833557129,239839,0.0,0.0,DAX,CON.DE
1997-01-20 00:00:00+01:00,4.3039603217021645,4.3039603217021645,4.224975101530363,4.229049205780029,59092,0.0,0.0,DAX,CON.DE
1997-01-21 00:00:00+01:00,4.229049205780029,4.229049205780029,4.229049205780029,4.229049205780029,0,0.0,0.0,DAX,CON.DE
1997-01-22 00:00:00+01:00,4.168060515585309,4.205901622772217,4.12689054243698,4.205901622772217,177624,0.0,0.0,DAX,CON.DE
1997-01-23 00:00:00+01:00,4.1337103843688965,4.174572954583079,4.115959688234712,4.1337103843688965,87655,0.0,0.0,DAX,CON.DE
1997-01-24 00:00:00+01:00,4.045191820551853,4.215436030857742,4.045191820551853,4.201827526092529,53657,0.0,0.0,DAX,CON.DE
1997-01-27 00:00:00+01:00,4.15414475334268,4.23586989509482,4.15414475334268,4.19500732421875,130674,0.0,0.0,DAX,CON.DE
1997-01-28 00:00:00+01:00,4.19500775197429,4.222230507317631,4.19500775197429,4.208616256713867,84880,0.0,0.0,DAX,CON.DE
1997-01-29 00:00:00+01:00,4.222230197509339,4.222230197509339,4.168060779571533,4.168060779571533,41052,0.0,0.0,DAX,CON.DE
1997-01-30 00:00:00+01:00,4.215435950134365,4.239944358812794,4.215435950134365,4.222230434417725,66840,0.0,0.0,DAX,CON.DE
1997-01-31 00:00:00+01:00,4.290345810758013,4.338002283900536,4.2426629066467285,4.2426629066467285,111940,0.0,0.0,DAX,CON.DE
1997-02-03 00:00:00+01:00,4.276732444763184,4.290346406618044,4.276732444763184,4.276732444763184,27869,0.0,0.0,DAX,CON.DE
1997-02-04 00:00:00+01:00,4.290346380799355,4.344823200292998,4.290346380799355,4.324362754821777,119341,0.0,0.0,DAX,CON.DE
1997-02-05 00:00:00+01:00,4.351642275066227,4.37207111639438,4.344822797558684,4.365251064300537,94247,0.0,0.0,DAX,CON.DE
1997-02-06 00:00:00+01:00,4.365251064300537,4.365251064300537,4.365251064300537,4.365251064300537,0,0.0,0.0,DAX,CON.DE
1997-02-07 00:00:00+01:00,4.310779647477457,4.317594528198242,4.310779647477457,4.317594528198242,1156,0.0,0.0,DAX,CON.DE
1997-02-10 00:00:00+01:00,4.290346204219151,4.339388296667254,4.290346204219151,4.338002681732178,96907,0.0,0.0,DAX,CON.DE
1997-02-11 00:00:00+01:00,4.344822847649441,4.346182606145263,4.332568645477295,4.332568645477295,83145,0.0,0.0,DAX,CON.DE
1997-02-12 00:00:00+01:00,4.332568645477295,4.332568645477295,4.332568645477295,4.332568645477295,0,0.0,0.0,DAX,CON.DE
1997-02-13 00:00:00+01:00,4.283525614458893,4.283525614458893,4.222229327037252,4.231768608093262,190229,0.0,0.0,DAX,CON.DE
1997-02-14 00:00:00+01:00,4.249483069313575,4.27673167321635,4.237228868283812,4.256302833557129,118763,0.0,0.0,DAX,CON.DE
1997-02-17 00:00:00+01:00,4.256302645319828,4.265837041896681,4.242662542849708,4.259016990661621,46140,0.0,0.0,DAX,CON.DE
1997-02-18 00:00:00+01:00,4.283526353850987,4.331208977291482,4.276732444763184,4.276732444763184,84302,0.0,0.0,DAX,CON.DE
1997-02-19 00:00:00+01:00,4.276732444763184,4.276732444763184,4.276732444763184,4.276732444763184,0,0.0,0.0,DAX,CON.DE
1997-02-20 00:00:00+01:00,4.252197624852545,4.2903458445769935,4.249483279256607,4.273991107940674,133796,0.0,0.0,DAX,CON.DE
1997-02-21 00:00:00+01:00,4.2658372665265345,4.290345668792725,4.252197450631286,4.290345668792725,84302,0.0,0.0,DAX,CON.DE
1997-02-24 00:00:00+01:00,4.269911695911462,4.3107797212426835,4.269911695911462,4.2835259437561035,105233,0.0,0.0,DAX,CON.DE
1997-02-25 00:00:00+01:00,4.310779990466149,4.449696005669143,4.310779990466149,4.440162181854248,256375,0.0,0.0,DAX,CON.DE
1997-02-26 00:00:00+01:00,4.453775554857923,4.508278803668716,4.453775554857923,4.500098705291748,359758,0.0,0.0,DAX,CON.DE
1997-02-27 00:00:00+01:00,4.508278676617886,4.576363708034607,4.502818095524592,4.5627546310424805,201561,0.0,0.0,DAX,CON.DE
1997-02-28 00:00:00+01:00,4.562754755532495,4.562754755532495,4.453775550859716,4.521887302398682,127667,0.0,0.0,DAX,CON.DE
1997-03-03 00:00:00+01:00,4.528706554849166,4.535500750207557,4.467410266072657,4.487843990325928,55623,0.0,0.0,DAX,CON.DE
1997-03-04 00:00:00+01:00,4.5572895640514295,4.610411507104106,4.555934976768806,4.580443382263184,227581,0.0,0.0,DAX,CON.DE
1997-03-05 00:00:00+01:00,4.535501080951174,4.767047011340553,4.535501080951174,4.732999324798584,467767,0.0,0.0,DAX,CON.DE
1997-03-06 00:00:00+01:00,4.76976177381214,4.878741264343262,4.767047140704391,4.878741264343262,735822,0.0,0.0,DAX,CON.DE
1997-03-07 00:00:00+01:00,4.871921405078694,4.871921405078694,4.801090417653014,4.841953277587891,114368,0.0,0.0,DAX,CON.DE
1997-03-10 00:00:00+01:00,4.807909965515137,4.848772249011361,4.807909965515137,4.807909965515137,74241,0.0,0.0,DAX,CON.DE
1997-03-11 00:00:00+01:00,4.8487731006006785,4.93729274141962,4.8487731006006785,4.903250217437744,174848,0.0,0.0,DAX,CON.DE
1997-03-12 00:00:00+01:00,4.905963857237227,4.930503292226432,4.797015672413407,4.8351593017578125,184562,0.0,0.0,DAX,CON.DE
1997-03-13 00:00:00+01:00,4.80247663878969,4.869207382202148,4.794296539178098,4.869207382202148,252675,0.0,0.0,DAX,CON.DE
1997-03-14 00:00:00+01:00,4.78065604908727,4.8964297454835535,4.767047545334242,4.8351593017578125,130442,0.0,0.0,DAX,CON.DE
1997-03-17 00:00:00+01:00,5.039451356484241,5.175658210832772,4.783402442932129,4.783402442932129,600638,0.0,0.0,DAX,CON.DE
